$id,event,postEvent,effect:CHR,effect:INT,effect:STR,effect:MNY,effect:SPR,effect:LIF,effect:AGE,NoRandom,include,exclude,branch[],branch[],branch[]
11238,你急流勇退，转居幕后，运营公司。,,,,,,,,,,EVT?[11229],EVT?[11238],,,
11239,你怀孕了，公司找借口把你辞退了。,,,,,-1,-1,,,,"(EVT?[11123,11126])&(EVT?[11171])","(EVT?[11239,10001,10110,10111])|(TLT?[1041,1046])",,,
11240,你们的孩子出生了。,,,,,,,,,,"EVT?[11171,11093]","(EVT?[11240])|(TLT?[1041,1046])",,,
11241,你们的二胎出生了。,,,,,,,,,,EVT?[11240],"EVT?[11241,11242]",,,
11242,你们的二胎出生了。,,,,,,,,,,(EVT?[11240])&(TLT?[1113]),"EVT?[11241,11242]",,,
11243,你们的三胎出生了。,,,,,,,,,,"EVT?[11241,11242]","EVT?[11243,11244]",,,
11244,你们的三胎出生了。,,,,,,,,,,"(EVT?[11241,11242])&(TLT?[1113])","EVT?[11243,11244]",,,
11245,照顾小孩非常麻烦。,,,,,,,,,,EVT?[11240],EVT?[11245],,,
11246,你的生活被孩子占据了大半。,,,,,,,,,,EVT?[11240],EVT?[11246],,,
11247,你为孩子计划未来。,,,,,,,,,,EVT?[11240],EVT?[11247],,,
11248,工作很忙，你很难有时间照顾孩子。,,,,,,,,,,"(EVT?[11123,11126])&(EVT?[11240])","EVT?[11248,10002]",,,
11249,公司占据了你的私人家庭时间，但你无能为力。,,,,,,,,,,"(EVT?[11123,11126])&(EVT?[11240])",EVT?[11249],,,
11250,你的科研产出被家庭事务束缚。,,,,,,,,,,"(EVT?[11162,11163])&(EVT?[11240])",EVT?[11250],,,
11251,你觉得和孩子打交道比实验和论文难多了。,,,,,,,,,,"(EVT?[11162,11163])&(EVT?[11240])",EVT?[11251],,,
11252,你将一套房产划到孩子名下。,,,,,,,,,,(EVT?[11124])&(EVT?[11240]),EVT?[11252],,,
11253,你像你父母一样给了孩子最丰厚的条件。,,,,,,,,,,(EVT?[11124])&(EVT?[11240]),EVT?[11253],,,
11254,你经常陪孩子玩。,,,,,,,,,,(EVT?[11127])&(EVT?[11240]),EVT?[11254],,,
11255,你给孩子买了很多玩具。,,,,,,,,,,(EVT?[11127])&(EVT?[11240]),EVT?[11255],,,
11256,你财务自由，退居幕后。,,,,,1,,,,,EVT?[11124],EVT?[11256],,,
11257,你的父亲去世。,,,,,,,,,,EVT?[10010],"EVT?[11257,11217,10868]",,,
11258,你的母亲去世。,,,,,,,,,,EVT?[10010],"EVT?[11258,11218,10869]",,,
11259,你当上了副教授。,,,,,,,,,,"EVT?[11162,11163]",EVT?[11259],,,
11260,你当上了正教授。,,,,,,,,,,EVT?[11259],EVT?[11260],,,
11261,同学笑你是怪物。,,,,,,-1,,,,"(EVT?[10110,10111])&(EVT?[10009,10010])",EVT?[11261],,,
11262,你常常因为性别而遭受暴力和冷暴力。,,,,,,-1,,,,"(EVT?[10110,10111])&(EVT?[10009,10010])",,SPR<3:10062,,
11263,可控核聚变技术实现。全球迅速向无限能源时代转变。,,,,,,,,,,EVT?[10010],EVT?[11263],,,
11264,航天技术取得巨大突破。,,,,,,,,,,EVT?[10010],EVT?[11264],,,
11265,你前往太空旅行。,,,,,,,,,,"(STR>6)&(MNY>8)&(EVT?[11264,11263])",EVT?[11265],,,
11266,你前往月球旅行。,,,,,,,,,,EVT?[11266],EVT?[11266],,,
11267,你前往火星旅行。,,,,,,,,,,EVT?[11267],EVT?[11267],,,
11268,你在太空旅行中意外身亡。,,,,,,,,,,EVT?[11264],EVT?[11268],EVT?[10010]:10000,,
11269,生产资料所有制正在深刻改变，许多国家向社会主义国家过渡。,,,,,,,,,,EVT?[11263],EVT?[11269],,,
11270,专家声称燃料是资本主义社会的基础，可控核聚变是共产主义社会的基础。,,,,,,,,,,EVT?[11263],EVT?[11270],,,
11271,各个产业都取得了巨大的突破，一年的进步顶过去10年。,,,,,,,,,,EVT?[11263],EVT?[11271],,,
11272,电力彻底免费。,所有燃油燃气都被电力取代。,,,,,,,,,EVT?[11263],EVT?[11272],,,
11273,你的公司制造出可植入大脑的芯片。可以显著提升人类记忆力。,,,,,,,,,,(EVT?[11124])&(EVT?[11263]),EVT?[11273],,,
11274,你研发出可植入大脑的芯片。可以直接将知识信息植入大脑。,你往自己大脑植入了，智力显著提升。,,2,,,,,,,"(EVT?[11162,11163])&(EVT?[11263])",EVT?[11274],,,
11275,社会内卷程度大幅降低，全球全面小康。,,,,,1,,,,,EVT?[11263],EVT?[11275],,,
11276,你和一个学生发生激烈争执。,,,,,,,,,,"EVT?[11162,11163]",EVT?[11276],STR<4:21276,,
21276,学生掏出小刀捅了你。,,,,,,,,,1,,,STR<4:10000,,
11277,因为你颜值过高，有个嫉妒的人突然从天而降把你杀了。,,,,,,,,,,(CHR>9)&(EVT?[10010]),EVT?[11277],EVT?[10010]:10000,,
11278,你被一个骗子骗得倾家荡产。,,,,,-5,-5,,,,(INT<2)&(EVT?[10010]),"EVT?[11278,11318]",,,
11279,你升官了。,,,,,,,,,,EVT?[11127],EVT?[11279],,,
11280,你经常在网上晒生活。,,,,,,,,,,(MNY>4)&(EVT?[10010]),EVT?[11280],,,
11281,Web3.0时代完全到来。,,,,,,,,,,EVT?[10010],EVT?[11281],,,
11282,6G信号覆盖全球大多数地区。,,,,,,,,,,EVT?[10010],EVT?[11282],,,
11283,手机消亡了，取而代之的是全息投影。,,,,,,,,,,EVT?[10010],EVT?[11283],,,
11284,据说传送装置正在研制中。,,,,,,,,,,EVT?[11271],EVT?[11284],,,
11285,人造食物火遍全球。,营养和味道都比天然食物更好。,,,,,,,,,EVT?[10010],EVT?[11285],,,
11286,你的生活日新月异，感觉时代飞速前进着。,,,,,,,,,,"EVT?[11263,11281,11282,11283,11285]",,,,
11287,虚拟现实技术取得巨大突破。,,,,,,,,,,"EVT?[11272,11184]",EVT?[11287],,,
11288,第一个可真实进入的虚拟世界出现了。,全人类疯狂了。,,,,,,,,,EVT?[11287],EVT?[11288],,,
11289,你终日沉迷在虚拟世界之中。,虚拟世界中的时间过得比现实慢。,,,,,,,,,(MNY<9)&(EVT?[11288]),EVT?[11289],,,
11290,你依靠生命维持装置活着。所有时间都在虚拟中度过。,不过世界上大多数普通人都和你一样。,-1,-1,-1,,1,,,,EVT?[11289],EVT?[11290],,,
11291,外界一年，虚拟世界中十年。,现实中的你越来越虚弱，虚拟中的你越来越快乐。,,-1,-1,,1,,,,EVT?[11290],,(STR<0)&(INT<0):10000,,
11292,你开始投资搞虚拟现实。,,,,,,,,,,(MNY>8)&(EVT?[11288]),EVT?[11292],,,
11293,“虚拟瘾”者们失去了现实竞争力，各项能力逐渐退化。,但这对于你这样的精英来说并不是坏事。,,,,,,,,,EVT?[11292],EVT?[11293],,,
11294,你离婚了。,,,,,,,,,,EVT?[11171],"(EVT?[11295,11294,11362,11363,11357,10270,10271,11294,20076])|(TLT?[1123])",,,
11295,你的爱人去世了。,,,,,,,,,,EVT?[11171],"EVT?[11295,11294,10281]",,,
11296,高超的洞察力使你发现：现实世界是虚拟的。,,,,,,,,,,(INT>10)&(EVT?[11288]),EVT?[11296],INT>10:21296,,
21296,突然，时间停止了。,,,,,,,,,1,,,INT>10:21297,,
21297,你向下方跑，想要逃离这个世界。,,,,,,,,,1,,,INT>10:21298,,
21298,跑,,,,,,,,,1,,,INT>10:21299,,
21299,         跑,,,,,,,,,1,,,INT>10:21300,,
21300,                    跑,,,,,,,,,1,,,INT>10:21301,,
21301,            跑,,,,,,,,,1,,,INT>10:21302,,
21302,   跑,,,,,,,,,1,,,INT>10:21303,,
21303,             跑,,,,,,,,,1,,,INT>10:21304,,
21304,                        跑 ,,,,,,,,,1,,,,,
21305,你的行为终于触发了这个满是BUG的虚拟世界的防卫机制。,,,,,,,,,,EVT?[21304],EVT?[21305],INT>10:21306,,
21306,世界开始对你做出审判。,,,,,,,,,1,,,CHR>5:21307,,CHR<6:21308
21307,你相貌还可以，世界决定抹去你这段记忆让你继续生活。,,,,,,,,,1,,,,,
21308,你相貌不行，世界决定消灭你。,,,,,,,,,1,,,CHR<6:10000,,
11297,我国进入共产主义社会。,,,,,,,,,,EVT?[11263],"EVT?[11297,11287,10448]",,,
11298,第三次世界大战爆发。,,,,,,,,,,EVT?[10010],EVT?[11298],,,
11299,超级核战争，世界毁灭了。,,,,,,,,,,(EVT?[11263])&(EVT?[11298]),EVT?[11299],EVT?[10010]:10000,,
11300,探索飞船发现了有低等生命的地外行星。,,,,,,,,,,EVT?[11264],EVT?[11300],,,
11301,人类派遣船队去地外行星进行改造工作，便于未来殖民。,,,,,,,,,,EVT?[11300],EVT?[11301],,,
11302,科学家声称外星上可能有未知的致命细菌或病毒，去了就不可贸然返回。,,,,,,,,,,EVT?[11300],EVT?[11302],,,
11303,人类又发现另外三个有生命的地外行星。,,,,,,,,,,EVT?[11300],EVT?[11303],,,
11304,有外星人乘飞船来到地球想要占领地球，却不知被谁瞬间消灭。,有传闻称地球上早就有更强大的外星人在了。,,,,,,,,,EVT?[11300],EVT?[11304],,,
11305,癌症被攻克了。,,,,,,,,,,EVT?[10010],EVT?[11305],,,
11306,你因为癌症去世。,,,,,,,,,,EVT?[10010],"EVT?[11306,11305]",EVT?[10010]:10000,,
11307,你重重摔了一跤。,,,,-1,,,,,,EVT?[10010],,STR<5:10000,,
11308,你的身体状况越来越差。,,,,-1,,,,,,EVT?[10010],,,,
11309,你得了不治之症去世。,,,,,,,,,,(STR<3)&(EVT?[10010]),EVT?[11309],EVT?[10010]:10000,,
11310,你在睡梦中安然离世。,,,,,,,,,,EVT?[10010],(EVT?[11310])|(TLT?[1048]),EVT?[10010]:10000,,
11311,你的孩子去世。,,,,,,-1,,,,EVT?[11240],EVT?[11311],,,
11312,你被人谋杀了。,,,,,,,,,,EVT?[11124],EVT?[11312],EVT?[10010]:10000,,
11313,你因抑郁症去世。,,,,,,,,,,(SPR<2)&(EVT?[10010]),EVT?[11313],EVT?[10010]:10000,,
11314,你意外落水身亡。,,,,,,,,,,EVT?[10010],"(EVT?[11314,11318])|(TLT?[1016])",EVT?[10010]:10000,,
11315,世界大战结束了。,,,,,,,,,,EVT?[11298],EVT?[11315],,,
11316,充满各种几乎没有成本的娱乐的老年生活。,,,,,,,,,,"EVT?[11263,11281,11282,11283,11285]",,,,
11317,和儿时相比，世界早已改天换地。,,,,,,,,,,EVT?[10010],EVT?[11317],,,
11318,你因为受贿被逮捕。,,,,,,,,,,EVT?[11127],EVT?[11318],,,
11319,因数额巨大，你被判处终身监禁。,,,,,-5,-5,,,,EVT?[11318],EVT?[11319],,,
11320,监狱生活。,,,,,,,,,,EVT?[11319],"EVT?[11321,11322]",,,
11321,你获得了减刑，提前出狱。,,,,,,,,,,EVT?[11320],"EVT?[11321,11322]",,,
11322,你获得了减刑，提前出狱。,,,,,,,,,,(EVT?[11320])&(TLT?[1117]),"EVT?[11321,11322]",,,
11323,你在狱中被人打死。,,,,,,,,,,(STR<6)&(EVT?[11320]),"EVT?[11321,11322]",EVT?[10010]:10000,,
11324,你因病去世。,,,,,,,,,,EVT?[11320],"EVT?[11321,11322]",EVT?[10010]:10000,,
11325,有一个按钮，按下去后你能得到大量金钱，但人类在1000年内会灭亡。,你没按。,,,,,,,,,EVT?[10010],EVT?[11325],(MNY<8)&(SPR<8):21315,,
21315,你按了。你获得了大量金钱。,,,,,3,,,,1,,,,,
11326,科学家发现，有一颗直径20千米的小行星可能在990年后接近地球。,科学家认为它击中地球的几率非常低，不用担心。,,,,,,,,,EVT?[21315],EVT?[11326],,,
11327,科学家认为一颗距离我们32光年的红超巨星将在100万年内爆发。,,,,,,,,,,EVT?[21315],EVT?[11327],,,
11328,出现了可以在虚拟世界中创造虚拟世界的虚拟游戏。,,,,,,,,,,EVT?[11287],EVT?[11328],,,
11329,你一天有半数时间泡在虚拟世界中。,,,,,,,,,,EVT?[11287],EVT?[11293],,,
11330,交通彻底免费了。,,,,,,,,,,EVT?[11263],EVT?[11330],,,
11331,你去世界各地旅游。,,,,,,,,,,EVT?[11330],"EVT?[11332,11333,11334]",,,
11332,你定居空间站。,,,,,,,,,,EVT?[11265],"EVT?[11332,11333,11334]",,,
11333,你定居月球。,,,,,,,,,,EVT?[11266],"EVT?[11332,11333,11334]",,,
11334,你定居火星。,,,,,,,,,,EVT?[11267],"EVT?[11332,11333,11334]",,,
11335,▓#▓……*▓▓▓⊙▓&▓▓▓▓￥（▓▓▓*-+▓▓,,,-1,1,,,,,,TLT?[1128],,,,
11336,▓▓▓▓▓▓▓&……▓↖▓▓▓▓▓&*￥▓∞▓▓▓▓,,,-1,,1,,,,,TLT?[1128],,,,
11337,▓▓▓▓*▓*▓▓&▓^▓^▓▓▓▓⊙▓▓▓▓▓&,,,-1,,,1,,,,TLT?[1128],,,,
11338,￥%▓▓▓∞▓▓▓▓▓▓▓（（**,,1,-1,,,,,,,TLT?[1128],,,,
11339,▓￥@∞▓▓▓▓╱╲▓↖▓▓▓▓▓▓@@▓▓▓▓,,2,-1,,,,,,,TLT?[1128],,,,
11340,▓▓▓▓▓▓▓▓▓▓▓▓……&*%+-*,,,-1,2,,,,,,TLT?[1128],,,,
11341,▓》《▓▓▓▓▓▓▓▓▓》》▓,,,-1,,2,,,,,TLT?[1128],,,,
11342,▓▓▓“{}|▓▓▓▓▓▓—▓▓▓▓&,,,-1,,,2,,,,TLT?[1128],,,,
11343,：▓▓▓：∞▓▓▓▓▓▓……╱╲▓▓▓▓》,,,-1,3,,,,,,TLT?[1128],,,,
11344,▓▓▓▓▓▓▓▓▓！~▓！▓+▓=▓‘,,3,-1,,,,,,,TLT?[1128],,,,
11345,；’▓╱╲，▓Й*-▓▓▓,,,-1,,3,,,,,TLT?[1128],,,,
11346,；【▓】▁▂▃▓▓▓▓▓▓▓▓、、▓▓▓▓▓？,,,-1,,,3,,,,TLT?[1128],,,,
11347,▁▂▃▄▅▆▇█▇▆▅▄▃▂▁,,,-1,,,,,,,TLT?[1128],,TLT?[1128]:10000,,
11348,★☆↑◎¤★☆◎↑¤★☆◎¤◎↑¤★☆↑,,,-1,,,,,,,TLT?[1128],,TLT?[1128]:10000,,
11349,你没有这段记忆。,,,,,,,,,,TLT?[1129],EVT?[20349],,,
11350,婚后你的丈夫没有之前对你那么好了。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11350,11357,11358,11359,11360,11361,11362,11363,11295]|((EVT?[10002])&(TLT?[1026]))",,,
11351,家务几乎全是你在干。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11351,11357,11358,11359,11360,11361,11362,11363,11295]|((EVT?[10002])&(TLT?[1026]))",,,
11352,丈夫和你见面的时间越来越少。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11352,11357,11358,11359,11360,11361,11362,11363,11295]|((EVT?[10002])&(TLT?[1026]))",,,
11353,结婚周年纪念日，丈夫给了你一个红包，没有准备礼物。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11353,11357,11358,11359,11360,11361,11362,11363,11295]|((EVT?[10002])&(TLT?[1026]))",,,
11354,你和婆婆吵架，丈夫站在婆婆那边。,,,,,,-1,,,,EVT?[11171],"EVT?[10001,11294,11354,11357,11358,11359,11360,11361,11295,11362,11363]|((EVT?[10002])&(TLT?[1026]))",,,
11355,你怀疑丈夫有外遇。,,,,,,-1,,,,EVT?[11171],"EVT?[10001,11294,11355,11357,11358,11359,11360,11361,11295,11362,11363]|((EVT?[10002])&(TLT?[1026]))",,,
11356,你经常在一个群里和大家一起吐槽婚后生活。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11356,11357,11358,11359,11360,11295,11361,11362,11363]|((EVT?[10002])&(TLT?[1026]))",,,
11357,你的丈夫对你始终如一。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11357,11350,11351,11352,11353,11295,11354,11355,11356]|((EVT?[10002])&(TLT?[1026]))",,,
11358,结婚周年纪念日，你们一家出去旅游。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11358,11350,11351,11352,11353,11295,11354,11355,11356]",,,
11359,丈夫的父母通情达理，和你关系如同朋友。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11359,11350,11351,11352,11353,11295,11354,11355,11356]|((EVT?[10002])&(TLT?[1026]))",,,
11360,闺蜜向你吐槽她的丈夫多么不好。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11360,11350,11351,11352,11353,11295,11354,11355,11356]",,,
11361,丈夫做了大多数家务，做菜还特别好吃。,,,,,,1,,,,EVT?[11171],"EVT?[10001,11294,11361,11350,11351,11352,11353,11295,11354,11355,11356]|((EVT?[10002])&(TLT?[1026]))",,,
11362,丈夫特别尊重你的意见，大多数家事都请你做决定。,,,,,,,,,,EVT?[11171],"EVT?[10001,11294,11362,11350,11351,11352,11353,11295,11354,11355,11356]|((EVT?[10002])&(TLT?[1026]))",,,
11363,每天睡前你们都会聊很长时间的天。,,,,,,1,,,,EVT?[11171],"EVT?[10001,11294,11363,11350,11351,11352,11353,11295,11354,11355,11356]",,,
11364,很少有时间陪伴家人，你有些愧疚。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11295,11364]",,,
11365,你的妻子把行动不便的父母接到你们家里住。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11295,11365]|((EVT?[10001])&(TLT?[1026]))",,,
11366,你每月都上缴工资给妻子。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11295,11366,11367]|((EVT?[10001])&(TLT?[1026]))",,,
11367,你们家的生活费采用AA。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11295,11366,11367]",,,
11368,自从结婚后，你上网和娱乐时间越来越少了。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11295,11368]",,,
11369,你无微不至地照顾照顾妻子。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11295,11369]|((EVT?[10001])&(TLT?[1026]))",,,
11370,你和妻子之间更像是朋友。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11370,11295]|((EVT?[10001])&(TLT?[1026]))",,,
11371,妻子的一个亲戚沉迷赌博，骗了她娘家不少钱。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11371,11295]|((EVT?[10001])&(TLT?[1026]))",,,
11372,妻子的父亲去世，继承了一些遗产。,,,,,1,,,,,EVT?[11365],"EVT?[10002,11294,11372,11295]|((EVT?[10001])&(TLT?[1026]))",,,
11373,婚前的彩礼全部用于运营你们的小家。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11373,11295]|((EVT?[10001])&(TLT?[1026]))",,,
11374,你考了驾照。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11374,11295]",,,
11375,妻子经常和你一起看动画。,,,,,,,,,,"(EVT?[11171])&(EVT?[10007,10008])","EVT?[10002,11294,11375,11295]|((EVT?[10001])&(TLT?[1026]))",,,
11376,你经常和妻子一起看综艺和电视剧。,,,,,,,,,,EVT?[11171],"EVT?[10002,11294,11376,11295]|((EVT?[10001])&(TLT?[1026]))",,,
11377,孩子的健康状况不太好，你们家操碎了心。,,,,,,,,,,EVT?[11240],"EVT?[11294,11295,11377]",,,
11378,可能是遗传你，孩子不大聪明的样子。,,,,,,,,,,(INT<4)&(EVT?[11240]),EVT?[11378],,,
11379,可能是遗传你，孩子非常聪明。,,,,,,,,,,(INT>6)&(EVT?[11240]),EVT?[11379],,,
11380,可能是遗传你，孩子不大好看。,,,,,,,,,,(CHR<4)&(EVT?[11240]),EVT?[11380],,,
11381,可能是遗传你，孩子非常好看。,,,,,,,,,,(CHR>6)&(EVT?[11240]),EVT?[11381],,,
11382,孩子不小心烫伤了。,,,,,,,,,,EVT?[11240],EVT?[11382],,,
11383,孩子得了重病，家里花了很多钱。,,,,,-1,,,,,EVT?[11240],EVT?[11383],,,
11384,你第一次揍孩子。,,,,,,,,,,EVT?[11240],EVT?[11384],,,
11385,你们带着孩子一起旅游。,,,,,,1,,,,EVT?[11240],"EVT?[11294,11295,11385]",,,
11386,为孩子准备升学考试，家里更忙了。,,,,,,,,,,EVT?[11240],EVT?[11386],,,
11387,孩子在学校闯祸了，你去挨老师批评。,,,,,,,,,,EVT?[11240],EVT?[11387],,,
11388,孩子成绩退步了，你决定切断孩子的一切娱乐活动。,,,,,,,,,,EVT?[11240],EVT?[11388],,,
11389,学校不允许排成绩，但你还是设法弄到了排名。,,,,,,,,,,EVT?[11240],EVT?[11389],,,
11390,孩子的英语出奇的好。,,,,,,,,,,EVT?[11240],EVT?[11390],,,
11391,孩子喜欢上了看动漫。,,,,,,,,,,EVT?[11240],EVT?[11391],,,
11392,孩子在学校早恋，你十分生气。,,,,,,-1,,,,EVT?[11240],EVT?[11392],,,
11393,孩子的成绩进步了。,,,,,,,,,,EVT?[11240],EVT?[11393],,,
11394,政府宣布禁止开办补习班。,,,,,,,,,,EVT?[11240],EVT?[11394],,,
11395,政府发文件要求学校放学不得晚于下午5点。,,,,,,,,,,EVT?[11240],EVT?[11395],,,
11396,教育体系对体育越发重视，你们经常要抽时间带孩子去运动。,,,,,,,,,,EVT?[11240],"EVT?[11294,11295,11396]",,,
11397,参加家长会，你的颜值震惊全场，直接有家长要你的联系方式。,,,,,,,,,,(CHR>8)&(EVT?[11240]),EVT?[11397],,,
11398,你的智慧指导孩子功课绰绰有余。,,,,,,,,,,(INT>6)&(EVT?[11240]),EVT?[11398],,,
11399,你发现孩子学的东西连你都不会。,,,,,,,,,,(INT<4)&(EVT?[11240]),EVT?[11399],,,
11400,你的家庭越来越困难，温饱都成问题。,,,,,,,,,,(MNY<3)&(EVT?[10010]),"EVT?[11400,11401]",,,
11401,你买彩票中了奖。家境回暖。,,,,,1,,,,,(MNY<3)&(EVT?[10010]),EVT?[11401],,,
11402,因为很有钱，总是有人和你家攀亲戚。,,,,,,,,,,(MNY>7)&(EVT?[10010]),EVT?[11402],,,
11403,总是有人找你借钱。,,,,,,,,,,(MNY>5)&(EVT?[10010]),EVT?[11403],,,
11404,你感觉自己的知识有些跟不上时代。,,,,,,,,,,(INT<4)&(EVT?[10010]),EVT?[11404],,,
11405,你总是能跟上时代的潮流。,,,,,,,,,,(INT>6)&(EVT?[10010]),EVT?[11405],,,
11406,你的健康状况非常不好。,,,,,,,,,,(STR<3)&(EVT?[10010]),EVT?[11406],,,
11407,你的精神状况非常不好。,,,,,,,,,,(SPR<3)&(EVT?[10010]),EVT?[11407],,,
11408,你依然和年轻时一样强壮。,,,,,,,,,,(STR>7)&(EVT?[10010]),EVT?[11408],,,
11409,有健美杂志找你做模特。,,,,,,,,,,(STR>8)&(EVT?[10010]),EVT?[11409],,,
11410,你家买了最新款的飞车。,,,,,,,,,,(MNY>7)&(EVT?[10010]),EVT?[11410],,,
11411,你家里家具设施弄了全套物联网。,,,,,,,,,,(MNY>5)&(EVT?[10010]),EVT?[11411],,,
11412,总有人问你是不是整过容。,,,,,,,,,,(CHR>7)&(EVT?[10010]),EVT?[11412],,,
11413,因为相貌不佳，生活中平添了不少麻烦。,,,,,,,,,,(CHR<4)&(EVT?[10010]),EVT?[11413],,,
11414,生物学家突破性完成了猫狗杂交实验。,,,,,,,,,,EVT?[10010],EVT?[11414],,,
11415,反环保团体在西方国家游行。,,,,,,,,,,EVT?[10010],EVT?[11415],,,
11416,美国掀起第四次女性主义浪潮。,,,,,,,,,,EVT?[10010],"EVT?[11416,11263,11288]",,,
11417,一位哲学家开辟了虚拟主义哲学，从世界是虚拟游戏为起点建构了整个体系。,,,,,,,,,,EVT?[10010],"EVT?[11417,11263,11288]",,,
11418,国家统一全国户口。,,,,,,,,,,EVT?[10010],EVT?[11418],,,
11419,国家进一步推出限制未成年人消费的法案。,,,,,,,,,,EVT?[10010],EVT?[11419],,,
11420,生物学家宣称，因为人类过于依赖人造工具，人类天生的工具眼耳手脚等已经停止进化了。,,,,,,,,,,EVT?[10010],EVT?[11420],,,
11421,为保护言论自由，国家发文禁止媒体设置“评论精选”功能。,,,,,,,,,,EVT?[10010],EVT?[11421],,,
11422,学者研究发现，人的意识可能是模因复制过程中的副产物。,,,,,,,,,,EVT?[10010],EVT?[11422],,,
11423,美国为保护人权，禁止出版以“他人的出丑或不幸”作为笑点的作品。,谐音梗开始统治影视界。,,,,,,,,,EVT?[10010],EVT?[11423],,,
11424,调查显示，84%的人认为自己的颜值是“中上”。,,,,,,,,,,EVT?[10010],"EVT?[11424,11425,11426,11263,11288]",,,
11425,调查显示，50%的人认为自己比大多数人多点儿小聪明，另外30%的人认为自己的智商显著优于身边的人。,,,,,,,,,,EVT?[10010],"EVT?[11424,11425,11426,11263,11288]",,,
11426,调查显示，75%的人认为自己的人品好过绝大多数人。,专家表示可能与报道犯罪的新闻过多有关。,,,,,,,,,EVT?[10010],"EVT?[11424,11425,11426,11263,11288]",,,
11427,你前两年开始使用的一个小众线上社交平台，现在突然火了。,但你感觉平台内的环境一下子乌烟瘴气起来，你很怀念两年前的样子。,,,,,,,,,EVT?[10010],"EVT?[11427,11263,11288]",,,
11428,一位社会学家发表《人类永生时代的社会学》，引起轰动。,,,,,,,,,,EVT?[10010],EVT?[11428],,,
11429,有研究表明，历史上所有的生命都可以算成一个个体的一部分。,,,,,,,,,,EVT?[10010],EVT?[11429],,,
11430,诺贝尔奖暂停举办。,,,,,,,,,,EVT?[10010],EVT?[11430],,,
11431,欧盟合并成了一个国家。,,,,,,,,,,EVT?[10010],EVT?[11431],,,
11432,印度成为了联合国第六常。,,,,,,,,,,EVT?[10010],"EVT?[11432,11433]",,,
11433,联合国解散了。,,,,,,,,,,EVT?[10010],EVT?[11433],,,
11434,朝鲜统一韩国。,,,,,,,,,,EVT?[10010],EVT?[11434],,,
11435,教师行业越来越受到重视，教师工资显著提高。,,,,,,,,,,EVT?[10010],EVT?[11435],,,
11436,国家宣布演员歌手收入需按工资发放，且不得超过当地公务员平均工资的三倍。,,,,,,,,,,EVT?[10010],EVT?[11436],,,
11437,动物保护组织游行，宣传放猫狗宠物自由。,,,,,,,,,,EVT?[10010],EVT?[11437],,,
11438,肉食主义者游行抗议没有纯肉餐厅。,,,,,,,,,,EVT?[10010],"EVT?[11438,11263,11288]",,,
11439,世界第一个八星级酒店在空间站建成。,在上面能看到八大行星。,,,,,,,,,EVT?[10010],"EVT?[11439,11263,11288]",,,
11440,广州出现十几平方公里大的巨型蟑螂。,,,,,,,,,,EVT?[10010],EVT?[11440],,,
11441,某游戏公司向教会出资，将圣经中的“诺亚”冠名成“明日”。,,,,,,,,,,EVT?[10010],EVT?[11441],,,
11442,有学者预言：22世纪是生物的世纪。,,,,,,,,,,EVT?[10010],EVT?[11442],,,
11443,由于“缩写效应”，汉语已经简化为纯字母语言。,,,,,,,,,,EVT?[10010],EVT?[11443],,,
11444,美国将小学入学年龄推迟到10-12岁。,,,,,,,,,,EVT?[10010],EVT?[11444],,,
11445,本地一醉酒男子路边被人侵犯，媒体称原因是其衣着暴露。,,,,,,,,,,EVT?[10010],"EVT?[11445,11263,11288]",,,
11446,无声音乐开始流行。,第一个无声音乐会在维也纳金色大厅举行。,,,,,,,,,EVT?[10010],EVT?[11446],,,
11447,生育率仍在下降，国家取消了父母生育前需要考试的规定。,,,,,,,,,,EVT?[10010],EVT?[11447],,,
11448,物理学家发现地球可能真的是宇宙的中心。,,,,,,,,,,EVT?[10010],EVT?[11448],,,
11449,前领导人打破最长寿的人吉尼斯纪录。,,,,,,,,,,EVT?[10010],EVT?[11449],,,
11450,一颗小行星即将击中地球时突然折返离开。,专家称可能有人许了什么离谱的愿望。,,,,,,,,,EVT?[10010],EVT?[11450],,,
